OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,SHAPE_Length,SHAPE_Area
16243,8784,Hutchins,Wildfire Daily Fire Perimeter,Auto-generated,0.755583316,2023/04/21 18:45:56+00,2023/04/22 16:07:03+00,2023/04/11 01:47:59+00,{B1B87ADB-4BB9-4CBB-B508-0B5140EC8D51},,0.755580203,{71775E8C-6DEC-47C1-B95C-0FCD40CCC5B1},2023 NIFS,28025207,,FIREREPORTING,,2023/04/10 23:00:00+00,2023/04/10 23:00:00+00,wildcad,0.8,0.1,PAMACC,,,,,,,,,,Undetermined,,,,,2023/04/10 20:48:00+00,,2023/04/10 23:00:00+00,,,,,,,EACC,,,,,,Hutchins,,WF,FI,41.659444,-78.622778,0.8,,{B1B87ADB-4BB9-4CBB-B508-0B5140EC8D51},,0,0,0,0,0,,360,ics209,,,,McKean,PAMACC,42083,,,,Private,Private,,,,,,,EA18,FFP,PAPAS,US-PA,,,,,,2023-PAPAS-000360,,No Decision,,,,2023/04/21 18:45:38+00,2023/04/21 18:56:48+00,IRWIN,0,,,{C0CF04CE-023B-4744-B9B4-3046A61BD6A5},{353BE4C1-856C-47E9-ADF3-C87416CA2F72},0.002666155,-3.31E-07
16244,8790,Buffalo Road,Wildfire Daily Fire Perimeter,GPS-Walked,0.762255658,2023/04/21 19:07:03+00,2023/04/22 16:07:03+00,2023/04/11 23:08:00+00,{E4026DFD-C341-431E-A64D-463E6303A9E8},,0.762252621,{B4CC6014-BB03-497B-9CCE-C75E37FA586B},2023 NIFS,28025213,,FIREREPORTING,,2023/04/11 21:30:00+00,2023/04/11 21:30:00+00,wildcad,0.8,0.1,PAMACC,,,,,,,,,,Undetermined,,,,,2023/04/11 18:08:00+00,,2023/04/11 21:30:00+00,,,,,,,EACC,,,,,,Buffalo Road,,WF,FI,40.851111,-80.061389,0.8,,{E4026DFD-C341-431E-A64D-463E6303A9E8},,0,0,0,0,0,,361,wildcad,,,,Butler,PAMACC,42019,,,,Private,Private,,,,,,,EA18,FFP,PAPAS,US-PA,,,,,,2023-PAPAS-000361,,No Decision,,,,2023/04/21 19:06:58+00,2023/05/24 11:10:24+00,IRWIN,0,,,{316D1150-64C5-49BB-ADEB-62EF4C2F6E1C},{5793290F-BDBC-40D5-97E6-1F1F51AA448E},0.004068335,-3.29E-07
16245,16434,Bombing Range Fire 2,Wildfire Final Fire Perimeter,Auto-generated,3,2023/04/23 11:38:41+00,2023/04/23 11:38:41+00,2023/04/23 11:38:41+00,{F6983E1E-F73E-4959-9500-FD01AE3A8B34},{4C0348C4-2076-456F-B5EB-C08256733A03},4.435042418,,FFP,1783085,,CERTIFIED,,2023/04/15 23:10:00+00,2023/04/16 16:53:00+00,INFORM_Mobile,4.4,,NHNEC,,,,,2023/04/23 11:38:38+00,,,,,,,,,S4110,2023/04/15 21:14:59+00,,2023/04/16 22:00:42+00,,,,,,,EACC,,,,,,Bombing Range Fire 2,,WF,FI,,,,,,1,,0,,,1,,23001429,INFORM_Mobile,,,,Washington,NHNEC,23029,SFS,MEMES,,Private,Private,,,,,,,,SFS,MEMES,US-ME,Brush,SH3,,,,2023-MEMES-23001429,{4C0348C4-2076-456F-B5EB-C08256733A03},,,,,2023/04/16 17:01:04+00,2023/04/17 14:19:47+00,FODR,,,,{CDFFE7B4-4EF0-4428-B3A4-F0029E32ECC0},{FF5A1EEA-DF77-4676-8152-CEFF9669BC48},0.012206199,-2.04E-06
16246,16437,Anderson Road,Wildfire Final Fire Perimeter,Auto-generated,2,2023/04/23 14:42:00+00,2023/04/23 14:42:00+00,2023/04/23 14:41:59+00,{12D684F7-1B37-408E-9BA7-0D1363BF02E7},{E758E96F-E7B6-4D5F-A8EF-0BBBD2C36DA8},0.926079612,,FFP,1781607,,CERTIFIED,,2023/04/11 22:42:00+00,2023/04/13 13:25:00+00,wildcad,1,,MIMIDC,,,,,2023/04/23 14:41:57+00,,,,,,,,P6N2,,2023/04/11 21:20:59+00,,2023/04/14 22:18:00+00,,,,,P9,904,EACC,,,,,,Anderson Road,,WF,FI,44.3898,-86.12083,,,,0,,1,,,0,,230061,wildcad,,,,Manistee,MIMIDC,26101,,,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,Grass,GR2,,,,2023-MIHMF-230061,{E758E96F-E7B6-4D5F-A8EF-0BBBD2C36DA8},,,,,2023/04/11 22:05:20+00,2023/04/14 22:19:09+00,FODR,,,,{26048287-927C-4101-AC81-72761284A13F},{EA5E37C9-40D3-4E17-B909-299E82EDC3E4},0.003944533,-4.23E-07
16247,16508,Snyder,Wildfire Final Fire Perimeter,Auto-generated,2,2023/05/02 21:24:21+00,2023/05/02 21:24:21+00,2023/05/02 21:24:20+00,{0BFC7293-B9EA-41A0-8825-13EA2A961644},{D213471B-AD9C-4DF4-89CD-B95C2E1700DD},21.41703117,,FFP,1783901,,CERTIFIED,,2023/04/11 21:27:00+00,2023/04/17 20:47:00+00,wildcad,21.5,,MIMIDC,,,,,2023/05/02 21:24:17+00,,,,,,,,P6N3,,2023/04/11 19:55:00+00,,2023/05/02 21:23:53+00,,,,,P9,904,EACC,,,,,,Snyder,,WF,FI,44.23967,-85.92747,,,,1,,1,,,0,,230059,wildcad,,,,Manistee,MIMIDC,26101,,,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230059,{D213471B-AD9C-4DF4-89CD-B95C2E1700DD},,,,,2023/04/11 20:22:15+00,2023/04/17 20:47:09+00,FODR,,,,{2B6B3FB6-0BDA-45B6-A368-15C4C776E859},{04AC5E96-9386-49FE-B49B-2613A2E43853},0.015319486,-9.76E-06
16249,16441,Fine Cut,Wildfire Final Fire Perimeter,Auto-generated,0.25,2023/04/23 20:18:51+00,2023/04/23 20:18:51+00,2023/04/23 20:18:49+00,{6850E50B-AFED-4CD8-868F-8C237521473E},{2913B2E6-1F87-4C83-BA5E-CCC84C87C6F8},0.112456973,,FFP,1791428,,CERTIFIED,,2023/04/11 16:24:00+00,2023/04/11 16:24:00+00,wildcad,0.25,,MIMIDC,,,,,2023/04/23 20:18:48+00,,,,,,,,P6NK,,2023/04/10 22:49:00+00,,2023/04/16 18:59:59+00,,,,,P9,904,EACC,,,,,,Fine Cut,,WF,FI,45.01691,-84.691,,,,,,1,,,0,,230055,wildcad,,,,Newaygo,MIMIDC,26123,,,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230055,{2913B2E6-1F87-4C83-BA5E-CCC84C87C6F8},,,,,2023/04/11 16:19:18+00,2023/04/16 19:04:32+00,FODR,,,,{8D794E81-1EB9-4C02-9A52-FE2087FF7494},{620A8A4D-645F-4CD8-8093-BA9E181C30A3},0.001050579,-5.07E-08
16250,16440,Thornapple,Wildfire Final Fire Perimeter,Auto-generated,3,2023/04/23 20:16:03+00,2023/04/23 20:16:03+00,2023/04/23 20:16:02+00,{34D60BC1-FB85-489A-9FEC-F109E9081A50},{06906A19-DC03-469E-8961-1D92540666B2},2.541385032,,FFP,1850935,,CERTIFIED,3,2023/04/12 14:53:00+00,2023/04/12 14:53:00+00,wildcad,2.5,,MIMIDC,,,,,2023/04/23 20:16:00+00,,,,,,,,P6M3,,2023/04/10 22:28:00+00,,2023/04/16 18:59:59+00,,,,,P9,904,EACC,,,,,,Thornapple,,WF,FI,43.5333,-85.71427,,,,,,1,,,0,,230052,wildcad,,,,Newaygo,MIMIDC,26123,,,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230052,{06906A19-DC03-469E-8961-1D92540666B2},,,,,2023/04/10 22:46:27+00,2023/04/16 19:04:23+00,FODR,,,,{CFAE9466-9677-48D4-993E-7779295DC80A},{6F593C1B-58F2-43A7-B1BF-289E64586D28},0.004547142,-1.15E-06
16251,16439,Centerline,Wildfire Final Fire Perimeter,Hand Sketch,2,2023/04/23 20:12:46+00,2023/04/23 20:12:46+00,2023/04/23 20:12:45+00,{BCE27E0B-5D46-4780-8891-CAFFB504129B},{15E938E7-E206-42FF-B1E7-BCDB20599EE0},1.247717916,,FFP,1783266,,CERTIFIED,,2023/04/10 20:08:00+00,2023/04/13 15:46:59+00,wildcad,2,,MIMIDC,,,,,2023/04/23 20:12:43+00,,,,,,,,P6ME,,2023/04/10 19:33:00+00,,2023/04/16 18:59:59+00,,,,,P9,904,EACC,,,,,,Centerline,,WF,FI,43.67775,-85.80103,,,,,,1,,,0,,230046,wildcad,,,,Newaygo,MIMIDC,26123,,,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230046,{15E938E7-E206-42FF-B1E7-BCDB20599EE0},,,,,2023/04/10 19:46:41+00,2023/04/13 15:47:11+00,FODR,,,,{0372A934-7912-4F63-9BC1-2479D12C1989},{86958025-D88B-419C-BB84-22CE8F8638EB},0.004961272,-5.64E-07
16252,16438,WB Gun Range,Wildfire Final Fire Perimeter,Hand Sketch,3,2023/04/23 19:03:13+00,2023/04/23 19:03:13+00,2023/04/23 19:03:13+00,{36AF0C73-6304-4097-88DF-0AAE9814171A},{2116C589-CBB4-4FFF-872C-566F464A918B},2.767248432,,FFP,1789162,,CERTIFIED,,2023/04/23 06:45:00+00,,INFORM_Mobile,3,,NHNEC,,,,,2023/04/23 19:02:56+00,,,,,,,,,,2023/04/23 05:16:59+00,,,,,,,,,EACC,,,,,,WB Town Shooting Range,,WF,FI,,,,2023/04/23 05:16:59+00,,,,,,,,,FD0100059,INFORM_Mobile,,,,Barnstable,NHNEC,25001,City,,,City,Other,,,,,,,,FFC,MAMAS,US-MA,,,,,,2023-MAMAS-FD0100059,{2116C589-CBB4-4FFF-872C-566F464A918B},,,,,2023/04/23 06:58:46+00,2023/04/23 06:58:46+00,FODR,,,,{F94B0E51-B672-4038-BC31-6FFA4B6FB8D8},{D77F0EAB-E221-419B-9CD1-7A93F21978D0},0.005139894,-1.21E-06
16253,16443,VW,Wildfire Final Fire Perimeter,Hand Sketch,0.1,2023/04/23 20:49:23+00,2023/04/23 20:49:23+00,2023/04/23 20:49:23+00,{433E3387-6A6E-4868-898B-685BA378CC4E},{E9795CD5-36D7-43EF-8E04-CC2044C0DF48},0.178380898,,FFP,1786296,,CERTIFIED,,2023/04/15 21:46:59+00,2023/04/17 14:32:59+00,wildcad,0.1,,MIMIDC,,,,,2023/04/23 20:49:21+00,,,,,,,,P6ZG,,2023/04/15 21:01:59+00,,2023/04/23 20:48:00+00,,,,,P9,904,EACC,,,,,,VW,,WF,FI,43.60084,-86.0291,,,,0,,1,,,0,,230088,wildcad,,,,Newaygo,MIMIDC,26123,,,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,Timber,TL6,,,,2023-MIHMF-230088,{E9795CD5-36D7-43EF-8E04-CC2044C0DF48},,,,,2023/04/15 21:32:31+00,2023/04/17 14:33:26+00,FODR,,,,{00CEA94A-98AE-4285-BCC0-AC51AFE8E9E7},{1AF19247-028D-4E2B-8E21-FFA7E0E2786B},0.001286923,-8.05E-08
16254,16442,Gibson,Wildfire Final Fire Perimeter,Auto-generated,0.25,2023/04/23 20:34:41+00,2023/04/23 20:34:41+00,2023/04/23 20:34:41+00,{5C4573F5-EBB5-443D-BCC7-121135A61635},{FF96E727-AF73-48CF-93E2-C2B8FBB35339},0.116689441,,FFP,1781910,,CERTIFIED,,2023/04/10 21:11:00+00,2023/04/15 17:00:00+00,wildcad,0.25,,MIMIDC,,,,,2023/04/23 20:34:39+00,,,,,,,,P6MJ,,2023/04/10 20:45:59+00,,2023/04/15 17:00:00+00,,,,,P9,904,EACC,,,,,,Gibson,,WF,FI,43.95132,-86.11082,,,,0,,1,,,0,,230049,wildcad,,,,Mason,MIMIDC,26105,,MIDNR,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,Timber,TL6,,,,2023-MIHMF-230049,{FF96E727-AF73-48CF-93E2-C2B8FBB35339},,,,,2023/04/10 20:59:20+00,2023/04/15 17:02:57+00,FODR,,,,{419486FB-37A8-4996-AE90-D10AA172A238},{817C1D80-D445-4B05-BCD6-DDAE455C0764},0.001000242,-5.29E-08
16255,8946,BORDER 7,Wildfire Daily Fire Perimeter,Hand Sketch,0.01,2023/04/23 00:33:48+00,2023/04/26 23:00:19+00,2023/04/23 05:32:54+00,{63A70BC0-0035-48DE-8A4C-04D89C9F79A3},,0.028165086,{3D6D3BCD-0651-4A08-A054-C04E339966EA},2023 NIFS,28025414,,DEFAULT,,2023/04/23 01:12:00+00,2023/04/23 01:44:59+00,cfcad,0.2,0.01,CASDIC,,0.2,,,,,,,,Undetermined,,,P690,,2023/04/23 00:32:54+00,,,,,,,PN,1522,OSCC,,,,,,BORDER 7,,WF,FI,32.600413,-116.841872,,,{63A70BC0-0035-48DE-8A4C-04D89C9F79A3},,0,0,0,0,0,,9907,firecode,,,,San Diego,CASDIC,6073,BLM,CACDD,,BLM,Federal,,,,,,,SC08,CAL FIRE,CASDU,US-CA,,,,,,2023-CASDU-009907,,No Decision,,,,2023/04/23 00:33:37+00,2023/04/23 18:28:20+00,IRWIN,0,,,{E879340E-4DE4-494B-87EB-E5DF37BCD734},{18820967-53E8-4CA9-9CFB-BCD60A4D86C0},0.000477391,-1.10E-08
16258,7492,TO EAST 413,Wildfire Daily Fire Perimeter,Image Interpretation,749,2023/04/13 23:06:48+00,2023/04/24 15:38:05+00,2023/04/14 02:30:30+00,{1970D4B4-5452-4B4A-B123-5A492F5A23E5},,867.274076,{0443354A-8599-4A22-91C6-05E49DE9EC84},2023 NIFS,28023828,,DEFAULT,,2023/04/13 23:00:00+00,,wildcad,749,300,NMTDC,2000,,,,,Minimal,,,,Natural,,,,,2023/04/13 19:30:00+00,Type 4 Incident,,0,100,0,0,PN,1522,SWCC,2023/04/14 14:49:26+00,2023/04/13 20:00:00+00,2023/04/13 23:29:59+00,F,Type 4 IC,TO EAST 413,"1 Mile south of ridge road and water hole road.  7.4 Miles ENE of Des Moins, NM",WF,FI,36.76093,-103.8336,300,,{1970D4B4-5452-4B4A-B123-5A492F5A23E5},,0,1,0,0,0,0,56,wildcade,100,100,,Union,NMTDC,35059,,,,Private,Private,,,,,,,SW13,SF,NMN2S,US-NM,,,Short Grass (1 foot),Brush (2 feet),,2023-NMN2S-000056,,No Decision,,,,2023/04/13 23:06:40+00,2023/04/22 15:37:34+00,IRWIN,0,,,{FC5700D2-7CBE-45BF-8D2C-F2EB1051BD4F},{4D7E1FDD-1EC2-4088-AA86-26E8A6051081},0.12704408,-0.000354289
16259,5960,Carpenter ,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/04/05 00:14:07+00,2023/04/24 15:42:57+00,,{EE5FE648-A735-4CC5-88C2-D035F08A6016},,374.6259691,{8E80CD0E-A413-4214-82A6-84561A14418A},2023 NIFS,28022265,,FIREREPORTING,,2023/04/05 17:00:00+00,2023/04/06 22:11:00+00,wildcad,382.3,200,NMADC,10000,,,,,Minimal,,,,Undetermined,,,P6EL,,2023/04/04 22:12:00+00,Type 4 Incident,2023/04/06 22:11:00+00,0,100,0,0,PN,1522,SWCC,2023/04/06 19:51:00+00,2023/04/05 23:00:00+00,2023/04/06 18:00:00+00,F,Type 4 IC,CARPENTER,"South of Highway 380, Aleut Road and Lenore",WF,FI,33.418,-104.2162,200,,{EE5FE648-A735-4CC5-88C2-D035F08A6016},,0,1,0,0,1,0,106,wildcade,100,100,Roswell,Chaves,NMADC,35005,SF,,,Private,Private,,,,,,,SW14N,SF,NMN5S,US-NM,,,Brush (2 feet),,8,2023-NMN5S-000106,,No Decision,,,,2023/04/04 22:57:38+00,2023/04/30 23:30:21+00,IRWIN,0,,,{C480977B-686B-43E0-B340-93C52D7DFFD6},{05DB3FFA-A847-4E84-8DEC-A6A957C3A0A8},0.095520757,-0.000146884
16260,4829,Gallegos Tri Ranch,Wildfire Daily Fire Perimeter,Image Interpretation,384.68,2023/03/27 22:34:48+00,2023/04/24 15:41:07+00,2023/03/27 22:44:59+00,{035D96AF-40DB-4322-AAAE-1738468F98DA},,645.3261542,{1823FD62-F389-413C-B235-A7981F2C2665},2023 NIFS,28021010,,DEFAULT,,2023/03/28 18:00:00+00,,wildcad,384.68,384.68,NMTDC,,,,,,,,,,Undetermined,,,,,2023/03/27 17:45:00+00,,,,,,,,,SWCC,,,,,,Gallegos Tri Ranch,,WF,FI,36.53078,-103.9006,384.68,,{035D96AF-40DB-4322-AAAE-1738468F98DA},,0,1,0,0,0,,42,wildcade,,,,Union,NMTDC,35059,SF,NMN2S,,State,Other,,,,,,,SW13,SF,NMN2S,US-NM,,,,,,2023-NMN2S-000042,,No Decision,,,,2023/03/27 22:34:43+00,2023/06/18 20:37:53+00,IRWIN,0,,,{A478CE27-E08F-4E72-A713-13F9248FB981},{342D5DC2-2797-4202-A344-FD324A4EB7A9},0.088751304,-0.000262798
16265,2441,Dry Fork Fire,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/02/15 18:21:28+00,2023/04/24 16:07:44+00,,{CD20F3A2-DF92-4246-9287-2D9A06C74AB4},,8.463376182,{D742638F-3C46-4371-B112-1CBCF1ABC37E},2023 NIFS,27693595,,FIREREPORTING,,2023/02/13 01:41:00+00,2023/02/15 18:25:00+00,wildcad,8.5,3,MOMOC,,,,,,,,,,Undetermined,,,P5F2,,2023/02/12 23:23:00+00,,2023/02/20 18:49:59+00,,,,,P9,905,EACC,,,,,,Dry Fork,,WF,FI,37.54436,-91.0585,,,{CD20F3A2-DF92-4246-9287-2D9A06C74AB4},,0,1,0,0,0,,27,wildcade,,,,Reynolds,MOMOC,29179,,,,Private,Private,,,,,,,EA13,USFS,MOMTF,US-MO,,,,,,2023-MOMTF-000027,,No Decision,,,,2023/02/12 23:59:30+00,2023/06/22 21:52:05+00,IRWIN,0,,,{CD20F3A2-DF92-4246-9287-2D9A06C74AB4},{86D92D6C-0FBE-4FA2-9ED6-8940C2EBEE0C},0.009480394,-3.49E-06
16269,3199,Mill Dam,Wildfire Daily Fire Perimeter,Auto-generated,0.368832839,2023/03/06 22:46:17+00,2023/04/24 17:50:50+00,2023/03/06 04:55:56+00,{99F197FE-EDCE-4515-870A-BA6D28BD159B},,0.368833025,{0F36425D-65C4-445B-A198-62F146DEF881},2023 NIFS,27932390,,FIREREPORTING,,2023/03/06 05:00:00+00,2023/03/22 19:57:59+00,wildcad,1.5,0.5,FLFIC,,,,,,,,,,Human,,,P5SG,,2023/03/05 22:55:00+00,,2023/03/22 19:57:59+00,,,,,P8,805,SACC,,,,,,Mill Dam,,WF,FI,29.18388,-81.85525,0.5,,{99F197FE-EDCE-4515-870A-BA6D28BD159B},,0,0,0,0,0,,883,wildcad,,,,Marion,FLFIC,12083,USFS,FLFNF,,USFS,Federal,,,,,,,SA48,USFS,FLFNF,US-FL,,,,,,2023-FLFNF-000883,,No Decision,,,,2023/03/06 22:46:04+00,2023/03/23 12:44:07+00,IRWIN,0,,,{99F197FE-EDCE-4515-870A-BA6D28BD159B},{5DBC0E85-EDE9-4E8B-BC63-A5B6737FCC86},0.001418033,-1.38E-07
16270,9137,HF BAR,Wildfire Daily Fire Perimeter,GPS-Walked,14.34089873,2023/04/24 17:57:17+00,2023/04/24 23:43:45+00,2023/04/24 22:06:40+00,{08E57388-55CE-434F-BC62-26A3B5D6B8BE},,14.34445492,{9D203A91-53E3-421B-A5A8-5BC088B7BCA3},2023 NIFS,28025635,,DEFAULT,,2023/04/24 18:00:00+00,,wildcad,14.2,0.1,WYCPC,,,,,,,,,,Human,,,P7DD,,2023/04/24 17:06:00+00,,,,,,,PN,1522,RMCC,,,,,,HF BAR,,WF,FI,44.455556,-106.881389,15,,{08E57388-55CE-434F-BC62-26A3B5D6B8BE},,0,1,0,0,0,,230020,wildcad,,,,Johnson,WYCPC,56019,,,,Private,Private,,,,,,,RM04,C&L,WYJOX,US-WY,,,,,,2023-WYJOX-230020,,No Decision,,,,2023/04/24 17:57:02+00,2023/05/03 15:23:57+00,IRWIN,0,,,{C976EED8-D1D4-42BF-8BF0-BCFDE410CEB4},{1792AC00-D644-4AF1-9FA5-1161CED73713},0.015011384,-6.56E-06
16272,5968,Route 66 Fire,Wildfire Daily Fire Perimeter,Image Interpretation,1584,2023/04/05 03:01:32+00,2023/04/24 18:31:26+00,2023/04/04 21:59:00+00,{2C3ECBB2-979F-420A-875D-00C738FD754A},,1402.501067,{1C26AA2F-D774-42AB-8CE2-BF50D7E1FE71},2023 NIFS,28022284,,DEFAULT,,,,ics209,1584,,ARAOC,154500,,,,,Minimal,,Smoldering,Single Tree Torching,Human,,,,,2023/04/04 16:59:00+00,Type 5 Incident,,0,100,0,0,,,SACC,2023/04/07 02:02:57+00,2023/04/06 03:40:00+00,2023/04/07 01:57:59+00,F,Type 5 IC,Route 66 Fire,"7 miles W of Weatherford, OK; N of I40.",WF,FI,,,,,{2C3ECBB2-979F-420A-875D-00C738FD754A},,0,,,,,1,230169,ics209,100,100,,Custer,ARAOC,40039,,,,Private,Private,,,,,,,SA02,DVF,OKOKS,US-OK,,,Tall Grass (2.5 feet),Short Grass (1 foot),33,2023-OKOKS-230169,,No Decision,,,,2023/04/05 02:28:48+00,2023/04/07 02:02:59+00,IRWIN,0,,,{863E5917-C04B-40F4-81D8-22089A3349FF},{F694D27F-D59E-47EB-B572-157170A9AF9D},0.34887721,-0.000564117
16273,5374,125,Wildfire Daily Fire Perimeter,Image Interpretation,851,2023/03/31 16:31:18+00,2023/04/24 18:42:30+00,2023/03/31 02:33:37+00,{9400CE27-3BA4-42DC-94B4-69CD609E1A35},,819.4059391,{B6990EDA-AB19-44FF-A788-4D6909F3C0D0},2023 NIFS,28021609,,FIREREPORTING,,2023/03/31 05:00:00+00,2023/03/31 05:29:59+00,wildcad,851,1,COPBC,0,,,,,Extreme,,,,Human,,,P58W,,2023/03/30 21:33:00+00,Type 4 Incident,2023/03/31 23:00:00+00,0,100,0,0,PN,1522,RMCC,2023/04/01 00:14:21+00,2023/03/30 21:45:00+00,2023/03/31 21:59:59+00,F,Type 4 IC,125,"2.7 miles due south of Simla, CO",WF,FI,39.09225,-104.1194,851,,{9400CE27-3BA4-42DC-94B4-69CD609E1A35},,0,1,0,0,0,0,218,wildcad,100,100,,El Paso,COPBC,8041,,,,Private,Private,,,,,,,RM18,C&L,COEPX,US-CO,,,Short Grass (1 foot),Brush (2 feet),110,2023-COEPX-000218,,No Decision,,,,2023/03/31 16:31:13+00,2023/04/02 17:44:12+00,IRWIN,0,,,{BA8EFA71-1582-462C-99BE-695728D85F96},{1855CDBC-3600-4237-8644-33D4D93A1F5B},0.187631921,-0.000345274
16274,8787,Antelope Flats,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/04/21 18:41:06+00,2023/04/24 18:45:06+00,,{0E7EAD5D-094A-4A56-A72C-CE408ED43AE8},,910.3987631,{23031055-C5C9-42C3-849C-C99CF00CD106},2023 NIFS,28025016,,DEFAULT,,2023/04/27 21:30:00+00,2023/05/05 06:00:00+00,wildcad,939,0.1,NMABC,0,,,,,Minimal,,,,Undetermined,,,P66N,,2023/04/20 15:58:00+00,Type 3 Incident,2023/05/10 06:00:00+00,0,100,0,0,PN,1522,SWCC,2023/05/04 15:30:44+00,2023/04/24 15:00:00+00,2023/05/04 15:00:00+00,F,Type 4 IC,ANTELOPE FLATS,Double H ranch,WF,FI,34.21326,-107.4993,939,,{0E7EAD5D-094A-4A56-A72C-CE408ED43AE8},,0,1,0,0,1,0,124,wildcade,100,100,"Magdalena, NM",Socorro,NMABC,35053,,,,Private,Private,,,,,,,SW08,SF,NMN3S,US-NM,,,Brush (2 feet),Tall Grass (2.5 feet),25,2023-NMN3S-000124,,No Decision,,,,2023/04/20 17:39:27+00,2023/05/10 21:25:42+00,IRWIN,0,,,{A69BEB34-5F71-44E6-91ED-E818D1A5EF2C},{5A92E134-2319-4469-BBD1-88249E59A242},0.108192623,-0.000360398
